3,14,23,30,38,43
12,13,17,22,39,40
1,11,17,19,22,45
6,21,34,44,45,48
5,14,19,42,46,47
5,23,37,40,44,45
5,7,17,22,43,44
16,22,31,36,43,44
11,26,28,35,37,47
15,20,27,34,38,42
1,12,27,30,34,49
1,13,14,24,36,44
6,16,23,39,47,48
14,22,29,36,48,49
5,10,18,29,32,48
3,31,34,38,45,48
3,13,25,33,34,45
6,22,38,45,48,49
2,15,20,22,29,39
11,17,27,28,30,43
7,17,18,22,28,34
4,25,27,28,35,44
8,23,25,34,37,47
1,6,7,14,26,48
3,10,21,35,38,48
13,14,15,35,45,47
6,29,34,36,45,49
15,18,26,34,43,45
6,17,21,30,40,41
6,10,11,22,32,48
9,10,11,14,15,28
1,10,23,32,46,48
1,3,7,13,22,47
10,14,17,32,35,42
9,13,21,23,30,32
19,29,34,35,44,45
4,6,10,13,25,49
2,7,21,30,33,46
3,19,31,38,45,47
6,11,22,36,37,45
7,8,9,12,14,36
1,2,23,27,31,32
5,24,32,37,43,44
5,8,13,27,34,46
6,8,15,24,38,41
6,12,15,18,31,46
8,25,34,35,36,38
2,7,26,33,46,48
5,6,13,23,44,49
7,8,11,23,27,30
16,20,24,33,36,47
8,28,30,39,41,43
1,3,6,24,29,45
13,21,35,40,45,48
3,14,16,23,41,43
8,20,21,30,32,48
2,10,27,30,39,43
2,5,10,18,26,30
1,17,23,25,26,34
2,3,7,18,24,26
2,5,19,44,48,49
23,24,36,42,45,46
11,23,30,35,39,43
2,4,12,18,29,41
17,24,28,33,36,45
16,18,19,45,47,48
18,22,25,36,38,44
9,12,17,23,41,44
7,17,21,34,47,48
18,32,36,37,38,45
2,3,4,10,21,43
1,8,18,24,30,45
13,15,16,20,39,42
16,19,24,29,31,36
4,20,29,30,36,45
2,3,4,11,27,47
1,19,31,44,46,49
12,31,36,37,46,49
6,8,13,14,35,40
8,16,19,20,39,43
23,30,33,34,41,45
4,12,15,26,43,44
11,13,24,28,40,46
2,16,28,47,48,49
2,4,9,24,44,45
13,16,25,32,33,41
5,14,18,33,40,44
14,15,35,38,42,46
20,28,29,41,45,46
1,4,5,7,21,40
16,25,28,29,39,47
1,2,4,32,38,39
3,10,15,23,45,47
6,13,28,29,35,43
2,4,27,36,45,49
25,28,37,38,42,48
1,4,5,17,21,29
2,21,22,24,48,49
1,10,18,39,43,47
3,7,8,14,20,24
2,17,24,25,40,43
4,31,34,39,41,48
9,14,18,31,32,41
2,3,20,33,48,49
5,8,9,19,28,31
4,14,17,22,26,46
2,11,19,35,39,48
1,3,5,34,38,43
2,8,10,18,37,48
4,21,30,41,44,46
21,24,33,36,41,42
5,11,12,33,37,45
7,15,22,28,43,49
10,28,38,39,40,43
13,21,26,30,38,39
2,5,19,21,29,46
4,10,17,24,26,33
15,16,34,35,38,44
21,31,41,45,46,47
10,19,24,30,35,49
22,23,31,38,47,48
9,12,15,20,24,43
6,21,35,46,48,49
16,29,34,35,47,49
12,19,22,25,45,49
13,19,22,25,32,35
7,8,13,27,28,34
5,6,32,40,42,47
3,12,26,27,34,46
18,19,22,30,41,48
3,4,12,21,41,49
23,27,28,34,38,43
5,6,11,16,19,27
6,10,16,17,41,43
11,15,32,34,44,47
10,11,20,26,38,43
4,5,15,23,38,45
10,16,23,38,39,48
6,19,30,37,38,49
12,17,29,35,40,47
7,14,18,26,31,32
16,19,22,28,34,48
3,6,20,22,23,24
2,8,17,21,22,26
9,12,15,20,25,45
4,13,18,21,26,31
22,23,26,34,42,46
1,3,18,19,22,37
4,14,21,29,41,49
4,13,22,25,29,39
5,6,10,43,46,47
21,22,23,30,33,43
3,9,10,20,21,35
5,19,24,29,36,41
1,24,35,41,42,49
1,16,27,28,36,39
14,16,25,29,30,48
3,7,27,37,43,48
3,7,10,12,14,25
3,19,20,26,31,38
2,13,32,39,44,49
4,10,11,34,46,48
10,13,21,30,46,48
1,10,27,38,44,47
4,10,38,40,45,48
13,18,19,36,37,43
11,16,17,22,25,33
1,9,31,32,34,45
11,12,22,36,46,47
10,13,23,27,31,42
4,13,25,33,41,49
11,13,18,23,26,46
10,14,16,27,33,47
3,17,21,29,47,49
9,10,23,37,45,49
2,10,13,25,40,42
5,17,18,34,44,45
5,10,20,23,35,42
6,9,16,20,31,41
2,10,13,16,31,43
7,8,24,32,42,48
4,9,11,15,25,27
10,18,21,29,35,37
4,11,19,23,24,34
4,12,16,25,30,31
10,32,37,45,46,47
25,27,31,41,44,45
3,15,16,20,22,23
20,23,24,33,37,48
15,32,38,40,44,45
1,6,7,10,31,49
5,7,9,35,42,45
19,34,36,39,40,49
3,9,15,17,23,45
3,4,18,24,32,36
14,21,27,32,35,43
8,10,31,41,46,47
4,6,15,32,36,47
8,12,15,34,37,44
7,8,14,23,35,40
3,6,12,24,43,49
3,4,19,30,37,40
6,8,9,11,18,48
2,17,25,27,37,42
2,9,16,27,38,41
9,18,21,22,29,37
3,9,11,21,24,45
13,19,22,29,36,42
5,11,17,20,28,45
2,7,15,31,33,42
2,9,22,26,27,30
3,14,16,19,44,48
8,10,12,17,22,37
1,9,11,38,45,48
1,3,25,40,44,47
6,25,37,44,47,49
2,3,7,11,16,20
4,6,10,13,14,28
8,11,31,36,41,45
14,24,31,35,37,48
2,15,21,31,38,49
6,22,24,31,32,34
19,25,31,36,46,47
10,15,23,38,40,41
2,26,32,40,45,49
9,14,17,21,38,39
12,13,16,23,39,44
4,9,15,20,42,44
14,15,28,34,38,44
19,21,28,30,39,46
6,17,21,34,37,44
15,17,21,24,36,37
4,18,24,26,33,48
4,7,28,36,37,49
24,31,33,34,44,46
10,14,15,16,40,46
12,19,20,30,41,49
12,17,19,22,27,39
1,11,19,36,48,49
3,7,10,32,41,43
18,22,36,40,47,49
6,8,9,13,34,40
3,7,22,26,43,47
11,12,19,24,28,46
9,11,28,30,45,49
1,5,9,12,39,41
16,17,35,43,44,46
1,9,10,19,33,43
2,10,28,43,44,48
6,30,33,38,45,46
12,17,25,30,32,39
3,14,36,38,40,48
3,13,19,26,33,44
10,11,24,25,30,49
18,29,31,36,47,48
8,15,17,22,30,43
18,20,21,22,30,33
3,8,11,18,28,45
10,13,16,23,36,44
1,7,27,31,34,39
7,8,13,24,28,35
9,20,21,28,34,35
6,10,14,27,30,40
6,24,34,39,43,44
21,26,32,40,42,44
9,10,19,23,28,49
12,25,36,39,42,45
3,13,20,35,37,39
8,12,23,25,45,47
4,7,10,14,27,31
8,11,22,29,39,40
3,4,28,30,34,41
2,13,24,26,31,41
12,29,30,40,45,48
8,10,11,14,19,33
6,9,16,19,21,28
10,12,29,33,47,48
11,18,27,33,37,43
16,17,21,31,39,49
26,28,31,36,38,45
9,16,18,22,23,40
18,25,29,30,36,48
15,21,24,31,37,42
22,24,25,32,39,42
1,3,6,21,22,33
1,23,29,32,45,49
8,15,25,30,31,32
6,31,37,40,41,42
3,24,26,30,34,49
11,25,33,35,40,42
16,22,28,29,32,34
18,24,32,36,37,44
8,22,28,40,46,49
4,6,10,11,20,35
6,27,33,38,40,47
2,16,19,20,23,34
4,11,15,20,35,47
6,17,29,37,45,47
9,17,19,26,37,47
18,22,24,28,29,33
5,9,18,29,39,47
9,15,18,21,24,28
9,19,26,27,42,46
21,23,31,33,36,38
5,7,32,38,40,46
9,15,24,33,40,46
2,13,27,45,48,49
25,29,30,31,33,47
5,8,13,25,33,45
16,23,28,38,41,43
18,21,36,41,45,47
13,16,24,25,38,43
12,15,17,31,47,49
1,2,18,26,36,44
5,8,17,32,38,45
2,5,10,11,27,39
10,12,27,29,34,48
12,13,30,41,45,49
20,25,26,32,34,36
4,9,33,36,47,49
15,16,22,33,37,41
8,21,25,34,46,48
3,11,16,40,43,46
2,12,34,39,41,45
5,6,18,21,36,44
17,24,26,27,35,49
3,4,21,31,33,48
16,19,23,30,33,40
7,12,32,36,40,44
1,3,8,9,12,40
7,15,25,26,27,36
3,5,9,22,37,46
5,8,10,20,33,34
9,17,36,38,41,45
18,19,22,26,30,47
6,7,8,21,27,38
6,7,9,11,34,38
1,5,7,16,28,46
10,23,26,40,45,46
9,10,11,13,45,49
4,7,15,16,43,48
4,11,21,24,44,49
11,19,22,23,41,46
7,19,37,38,41,42
4,9,10,15,38,39
3,10,19,30,44,48
27,40,41,42,45,46
3,12,16,17,22,30
5,9,14,24,30,35
2,3,5,27,40,46
6,16,29,33,41,48
16,17,21,34,37,46
6,10,11,23,42,47
10,17,24,28,35,36
5,16,24,31,38,47
6,14,17,18,31,43
21,23,31,33,38,42
9,21,25,26,31,41
11,13,14,20,43,49
1,16,17,24,41,46
10,11,21,28,38,44
3,4,8,12,13,46
2,8,9,13,41,44
5,9,11,36,42,43
9,10,23,28,41,47
2,14,19,28,42,44
8,22,23,36,40,42
10,17,20,24,33,35
1,6,19,30,32,44
24,34,36,38,42,43
1,10,18,19,23,27
2,11,13,23,35,48
3,5,14,18,26,28
1,5,10,15,40,41
15,20,23,27,39,48
16,27,30,38,47,49
9,16,26,27,32,34
20,22,40,41,42,47
3,37,40,41,47,49
6,7,12,32,34,46
3,4,7,19,30,48
15,16,20,24,26,31
13,14,31,39,42,45
6,12,13,21,31,42
9,11,21,26,28,45
3,5,6,9,33,47
2,4,6,22,25,42
6,9,30,37,43,49
11,17,26,27,37,48
4,7,9,21,25,42
21,25,26,29,36,45
15,17,24,27,42,47
13,24,29,31,33,47
4,21,28,33,38,41
8,29,30,37,41,44
8,28,31,40,42,47
3,27,33,38,42,48
1,3,31,32,39,49
7,18,22,31,38,39
8,11,14,19,42,49
2,5,17,23,33,47
6,21,33,36,39,46
14,16,25,39,45,47
3,5,17,18,35,46
6,13,22,39,40,41
4,8,30,31,35,43
1,15,17,20,23,43
8,10,17,36,39,44
3,14,16,33,47,48
4,17,22,30,36,38
11,20,26,32,39,43
2,12,19,38,41,47
3,4,15,17,38,47
6,25,26,29,37,43
2,7,22,26,32,38
23,30,38,40,43,45
4,5,9,19,22,23
6,7,9,39,47,49
7,18,34,41,48,49
14,15,16,43,44,46
15,25,26,33,38,47
2,7,25,30,34,36
23,28,30,32,42,44
7,12,22,35,39,43
1,16,28,33,39,45
8,11,20,24,41,42
4,5,6,8,39,42
5,15,17,18,37,42
7,8,22,32,40,45
7,16,22,27,35,49
9,28,36,37,40,46
6,23,34,35,38,44
3,4,6,10,18,26
2,10,14,23,26,31
18,29,31,36,43,47
4,17,18,24,29,39
6,10,37,39,42,48
4,11,21,25,44,47
8,21,24,33,41,46
4,23,25,36,47,48
6,8,25,31,32,33
4,16,19,22,36,40
1,7,18,28,30,34
3,18,28,29,37,43
14,29,37,41,48,49
1,2,7,9,18,27
9,12,21,37,38,43
10,14,23,41,42,47
12,29,34,44,47,49
1,3,5,8,13,31
2,15,21,40,41,44
14,27,28,30,45,46
9,11,20,22,37,46
4,6,13,28,29,36
1,10,11,12,19,27
1,3,7,16,17,37
6,27,30,34,35,42
3,5,11,16,21,45
7,13,27,33,35,36
20,27,30,32,34,40
4,11,20,23,41,45
14,18,35,38,41,43
4,8,10,30,33,39
7,21,28,32,38,42
2,9,25,27,31,42
8,13,33,34,38,43
7,19,25,26,31,44
20,23,34,38,43,47
4,5,32,37,38,44
4,13,24,36,39,41
21,31,34,37,38,44
7,19,32,39,40,48
9,21,29,34,38,42
6,8,25,39,46,47
5,22,30,33,45,48
2,35,37,39,43,44
10,12,16,20,27,36
17,19,21,30,39,44
12,16,22,29,35,40
5,9,17,31,38,46
4,15,20,23,27,49
7,20,33,36,39,48
2,10,18,20,30,41
4,20,26,37,45,46
10,11,17,24,26,29
5,20,33,34,38,48
4,7,13,15,27,28
1,2,3,4,29,48
7,16,28,29,48,49
3,8,25,27,36,38
5,8,23,39,41,48
8,13,20,24,37,42
2,3,9,17,20,21
2,4,20,35,39,42
3,14,20,28,40,44
8,9,15,26,37,48
1,13,28,34,37,45
8,17,22,33,40,49
4,5,6,22,29,30
23,31,32,34,35,44
8,12,22,27,35,41
4,10,19,31,38,43
1,3,15,27,31,36
1,6,8,13,21,26
6,13,14,24,32,34
7,13,19,35,42,44
12,15,17,21,25,32
1,2,9,12,21,39
9,10,26,29,38,42
15,16,29,30,42,44
10,21,36,37,42,48
14,16,23,28,46,48
13,30,36,40,42,46
5,7,24,45,46,49
14,22,31,37,43,49
8,12,25,38,45,48
5,11,20,26,29,36
20,24,27,28,38,48
21,26,30,31,32,48
8,23,29,34,35,48
1,4,7,9,12,37
1,8,29,31,35,39
16,28,41,43,47,49
6,9,13,26,27,46
2,12,22,28,41,48
11,18,38,40,43,46
9,20,25,27,31,32
3,8,41,43,46,47
20,22,23,24,39,41
21,29,32,40,43,44
7,15,27,31,35,44
9,13,15,18,21,46
10,11,30,33,41,44
6,7,17,18,20,32
5,8,21,31,40,45
26,37,40,43,44,45
8,12,22,35,38,44
26,28,33,35,37,46
4,9,17,27,36,49
23,27,36,41,43,47
8,23,24,31,35,44
2,4,12,17,18,47
1,12,22,25,35,45
3,16,24,40,41,48
1,16,21,22,33,43
13,16,19,24,27,30
2,8,17,23,40,42
10,21,34,37,45,49
7,13,23,25,40,41
4,24,27,35,38,48
11,25,33,35,44,49
11,13,25,34,41,45
5,8,22,23,27,37
2,4,14,16,18,19
2,9,32,33,35,49
4,7,12,16,22,24
12,15,21,23,40,48
6,14,16,29,38,46
8,22,29,32,33,35
16,17,37,39,41,45
9,19,38,40,45,47
7,9,21,40,44,45
4,10,15,18,26,41
2,10,14,19,28,33
5,14,39,42,46,49
15,17,25,29,30,35
3,4,9,14,23,48
3,6,11,15,20,37
9,10,15,18,21,37
1,13,24,29,43,49
14,16,24,41,42,48
6,8,10,22,30,43
9,13,18,20,24,36
3,4,5,8,33,38
2,8,9,11,21,39
3,15,17,35,44,46
9,15,21,27,35,40
15,16,17,28,33,44
1,11,23,25,27,30
10,16,31,36,38,47
12,21,28,37,40,43
6,7,8,29,35,45
7,22,26,27,42,47
1,3,21,24,31,46
9,17,22,35,38,43
2,5,15,20,38,39
14,23,25,31,33,38
1,2,7,16,27,30
15,17,18,19,34,44
1,3,4,24,28,36
9,20,24,26,43,47
5,10,11,12,32,33
5,7,20,24,37,49
5,7,20,25,36,46
1,3,23,35,41,46
2,17,20,41,42,44
3,9,10,28,34,40
23,29,31,38,40,42
3,5,26,37,39,45
6,25,29,34,39,44
10,20,23,31,33,45
10,13,24,29,31,32
6,30,35,37,41,43
4,11,14,25,30,36
3,4,6,17,30,34
9,12,15,17,42,49
8,13,27,35,45,49
17,21,27,37,48,49
2,18,22,27,44,45
15,28,34,40,41,43
4,10,20,23,27,45
3,8,10,19,31,33
2,7,17,31,39,43
7,11,13,15,20,44
4,6,17,28,35,46
5,13,15,22,45,47
3,24,25,33,40,48
20,21,34,42,44,45
10,17,24,28,31,46
7,8,10,20,30,31
9,18,41,42,48,49
8,16,21,39,44,45
2,12,30,32,37,40
8,10,11,21,24,44
4,10,14,19,36,41
13,24,25,29,43,45
6,16,18,30,37,39
20,29,33,35,38,43
18,30,38,43,46,47
1,20,25,27,37,46
2,3,7,14,41,42
20,25,28,31,37,41
11,19,30,33,38,41
13,20,27,28,47,49
10,28,32,37,43,46
1,10,24,28,39,45
13,20,26,27,31,39
15,21,22,28,38,45
7,15,25,38,44,47
4,27,33,38,41,46
3,24,28,40,43,48
7,11,12,13,35,41
19,28,30,32,37,45
13,23,28,31,34,38
5,9,37,43,46,48
23,34,43,44,47,49
24,33,35,40,43,49
2,25,27,28,31,47
16,23,33,36,48,49
4,7,12,20,40,49
1,7,11,17,27,47
3,9,25,32,35,45
3,11,12,19,21,29
22,25,35,40,45,46
6,15,40,41,42,44
3,16,26,40,41,49
2,7,35,36,42,45
8,12,20,27,32,43
13,16,17,23,27,37
9,11,32,36,38,40
15,22,25,26,42,43
2,18,35,42,45,47
3,6,12,14,25,28
13,24,28,34,45,49
2,7,11,16,47,48
6,12,14,17,30,49
11,16,18,33,34,35
7,26,31,38,46,47
3,8,16,23,34,44
24,25,26,30,34,39
9,13,19,22,33,34
2,7,15,24,37,45
1,8,37,39,44,45
3,12,16,20,28,31
2,5,16,36,41,43
3,16,18,21,28,47
10,14,18,27,31,48
17,29,36,39,46,49
6,15,22,23,41,43
4,16,18,25,36,40
2,15,33,36,42,49
2,15,25,27,38,46
3,11,15,21,23,33
1,12,17,22,29,44
1,15,21,22,38,39
4,6,7,11,12,40
13,20,23,34,38,46
4,18,23,32,34,47
1,2,10,19,22,44
2,4,16,20,25,46
13,18,19,20,35,40
4,15,28,31,37,44
2,8,11,15,24,27
10,12,16,23,41,42
2,18,22,25,37,39
8,9,15,23,40,48
3,5,13,16,44,48
20,26,35,37,46,48
9,12,17,20,21,37
3,8,15,17,29,33
4,8,30,43,46,48
21,26,32,34,36,39
9,12,13,26,35,43
4,9,24,41,47,48
3,5,16,20,27,45
6,12,14,20,21,26
3,4,6,23,33,44
3,10,17,18,19,23
7,12,20,22,26,35
18,22,24,30,43,48
2,12,18,26,35,36
2,10,16,36,40,45
8,16,18,26,28,37
5,19,22,29,31,32
7,19,21,29,31,36
13,22,23,31,35,45
6,26,41,42,47,48
13,21,22,26,35,40
2,4,15,29,32,40
2,7,12,21,25,47
5,6,24,29,35,39
13,17,19,22,28,46
2,8,32,36,47,49
4,12,28,31,39,46
1,6,13,29,37,39
14,20,28,31,44,49
8,23,25,32,33,48
19,21,29,32,34,47
2,3,9,17,29,40
5,15,30,42,46,49
3,15,17,20,27,43
2,5,12,22,44,48
3,20,24,26,37,47
11,12,16,29,38,43
2,11,14,22,41,42
7,8,11,19,25,46
21,23,24,33,38,44
16,17,19,22,40,43
4,11,12,14,25,37
1,3,23,33,40,48
3,4,5,12,23,33
8,23,25,28,34,39
5,8,13,14,17,30
4,8,16,25,33,36
8,11,19,42,46,47
5,15,19,31,42,47
2,7,24,37,38,40
21,28,34,35,48,49
9,17,32,41,42,44
1,20,24,33,37,43
5,24,26,28,33,45
11,14,21,24,25,43
2,10,16,21,24,49
12,21,23,24,38,46
8,9,13,22,35,36
1,2,32,33,38,49
9,28,35,36,48,49
10,20,30,38,41,44
1,10,11,19,21,41
18,25,26,41,45,49
2,10,17,19,44,47
1,9,12,29,30,42
11,19,27,28,30,39
20,26,27,32,36,46
26,30,34,35,38,41
2,8,11,26,27,33
1,2,7,10,33,38
9,14,24,43,45,46
4,14,16,25,45,47
1,4,11,16,26,46
15,18,24,28,29,49
1,5,14,27,30,41
6,29,31,33,40,43
11,15,19,25,34,39
4,12,19,21,26,41
23,31,41,45,46,49
3,5,13,33,34,44
17,18,21,25,35,47
7,17,30,33,42,49
4,15,22,27,29,31
1,14,21,23,29,46
23,27,35,40,43,44
2,5,16,25,30,40
1,4,6,13,20,44
14,21,27,34,37,38
6,16,29,30,33,36
14,17,33,34,43,44
24,29,34,36,41,42
10,14,15,39,43,49
1,26,33,36,45,48
3,5,26,27,37,39
8,10,14,16,18,35
1,13,16,30,33,48
11,22,36,37,43,48
6,7,24,27,28,46
2,12,22,42,43,46
4,26,34,38,41,46
7,22,28,32,34,38
3,6,13,29,36,38
6,32,35,36,40,45
10,16,21,31,33,36
3,4,20,31,41,48
15,20,29,36,38,42
6,22,23,41,44,49
20,36,42,43,45,48
9,22,34,35,46,47
4,8,17,23,34,47
11,15,16,17,31,40
9,10,11,24,34,42
13,14,21,24,32,35
4,20,22,23,42,44
6,14,26,27,34,46
8,22,37,40,41,44
20,24,27,40,44,45
5,15,20,25,28,33
2,7,18,20,41,48
2,5,9,13,22,38
4,19,22,24,32,33
7,9,18,22,28,38
9,10,12,19,24,31
3,29,33,36,39,45
1,4,6,24,26,29
15,21,23,26,28,48
2,5,20,30,39,45
3,5,8,14,24,34
4,12,17,18,34,44
9,13,19,32,41,49
7,14,15,23,35,37
1,6,12,19,24,31
17,20,22,35,38,48
6,8,18,20,40,42
3,8,23,25,29,47
1,14,17,29,36,37
6,10,22,30,35,49
1,20,27,36,40,42
11,21,35,37,46,47
1,11,12,17,32,40
13,17,22,29,36,45
5,8,14,18,43,49
3,20,27,29,38,44
15,20,22,25,27,41
12,22,31,32,35,47
4,10,19,24,32,35
12,19,28,34,36,41
1,6,10,26,31,38
1,8,19,26,37,44
7,11,15,22,37,44
8,18,29,37,38,44
8,21,22,26,30,39
7,22,27,29,33,39
2,21,36,37,45,47
23,31,33,38,46,49
2,3,7,13,32,40
14,17,21,27,37,46
2,3,12,15,19,49
4,5,10,34,37,45
2,6,15,19,24,38
5,6,30,32,45,46
18,19,33,40,44,47
9,21,22,42,44,48
15,18,26,33,36,39
2,8,10,20,28,38
6,10,11,16,32,36
14,16,18,20,26,47
1,2,16,24,36,49
2,13,16,32,39,44
18,23,25,26,45,48
33,35,36,39,48,49
5,10,12,18,25,45
11,20,23,28,40,45
23,27,32,37,38,45
1,2,9,15,17,37
6,9,11,12,19,20
4,17,25,26,39,49
5,7,39,41,45,46
9,19,20,31,41,45
5,6,8,9,11,40
2,22,30,33,35,42
1,12,22,35,42,44
4,12,14,21,22,37
3,19,21,41,43,47
6,13,19,32,43,44
7,22,23,26,40,48
8,10,12,22,26,28
2,7,9,18,23,38
5,6,17,39,44,48
2,12,20,35,41,49
9,11,31,34,48,49
4,7,10,27,37,49
1,3,7,11,38,40
9,10,11,18,39,45
6,8,11,25,28,45
1,8,11,21,24,41
2,11,21,28,31,44
1,22,28,38,47,48
1,18,25,26,36,39
12,16,19,34,41,47
